C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_47_844.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_47_844.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_47_844.jpg, 0, 0, 0, 7.775975E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_47_970.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_47_970.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_47_970.jpg, 0, 0, 0, 7.836376E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_48_082.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_48_082.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_48_082.jpg, 0, 0, 0, 7.812677E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_48_191.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_48_191.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_48_191.jpg, 0, 0, 0, 7.817706E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_48_300.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_48_300.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_48_300.jpg, 0, 0, 0, 7.818557E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_48_407.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_48_407.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_48_407.jpg, 0, 0, 0, 7.841593E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_48_509.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_48_509.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_48_509.jpg, 0, 0, 0, 7.801248E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_48_610.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_48_610.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_48_610.jpg, 0, 0, 0, 7.779662E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_48_725.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_48_725.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_48_725.jpg, 0, 0, 0, 7.790132E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_48_831.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_48_831.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_48_831.jpg, 0, 0, 0, 7.814969E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_48_951.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_48_951.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_48_951.jpg, 0, 0, 0, 7.982867E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_49_057.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_49_057.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_49_057.jpg, 0, 0, 0, 7.849879E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_49_177.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_49_177.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_49_177.jpg, 0, 0, 0, 7.943192E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_49_295.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_49_295.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_49_295.jpg, 0, 0, 0, 7.970458E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_49_409.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_49_409.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_49_409.jpg, 0, 0, 0, 7.911292E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_49_514.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_49_514.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_49_514.jpg, 0, 0, 0, 7.899963E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_49_620.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_49_620.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_49_620.jpg, 0, 0, 0, 7.78059E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_49_722.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_49_722.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_49_722.jpg, 0, 0, 0, 8.214363E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_49_823.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_49_823.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_49_823.jpg, 0, 0, 0, 7.802382E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_49_924.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_49_924.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_49_924.jpg, 0, 0, 0, 7.84641E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_50_037.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_50_037.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_50_037.jpg, 0, 0, 0, 7.793943E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_50_149.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_50_149.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_50_149.jpg, 0, 0, 0, 7.799578E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_50_258.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_50_258.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_50_258.jpg, 0, 0, 0, 8.191312E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_50_372.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_50_372.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_50_372.jpg, 0, 0, 0, 7.83689E-05
C:\Users\kanni\Downloads\simulator-windows-64\IMG\center_2024_12_03_23_52_50_477.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\left_2024_12_03_23_52_50_477.jpg, C:\Users\kanni\Downloads\simulator-windows-64\IMG\right_2024_12_03_23_52_50_477.jpg, 0, 0, 0, 7.80002E-05
